LAJI;pohj_etrs;ita_etrs;VAKAV_A;VV
MA;6677165.7183;25502998.569;1;2014
MA;6676800.7968;25493530.782;1;2014
MA;6672706.307;25495636.225;1;2014
MA;6680483.0816;25494364.528;1;2014
MA;6679980.5491;25500651.877;2;2014
MA;6680355.962;25494390.239;1;2014
MP;6676233.5172;25495993.414;2;2014
MA;6675389.0588;25494523.738;1;2014
MA;6672036.3048;25495921.421;2;2014
MP;6673344.3035;25495725.32;1;2014
MA;6680419.5212;25494685.341;2;2014
PP;6681987.6849;25500480.56;1;2014
MA;6676279.3676;25497891.595;1;2014
MA;6678496.9514;25505878.078;1;2014
MA;6680561.6378;25505964.104;1;2014
MP;6675052.6955;25498386.425;1;2014
MA;6671356.4236;25497350.51;1;2014
MA;6680591.8036;25494973.966;1;2014
MA;6681020.7054;25496548.005;1;2014
MA;6673222.6989;25495765.286;1;2014
MA;6672906.8291;25497276.682;1;2014
MA;6676334.7319;25502627.622;1;2014
JK;6682940.0297;25499663.2;1;2014
MA;6673274.2045;25495565.99;1;2014
MA;6671637.7565;25496316.772;2;2014
MA;6681978.4596;25500586.752;1;2014
MA;6685613.4448;25501637.175;1;2014
MA;6675162.5389;25498026.734;1;2014
MA;6672317.1643;25496736.807;1;2014
MA;6680053.5797;25502714.65;1;2014
MA;6680450.515;25494624.693;1;2014
MA;6672417.3736;25495540.681;1;2014
PP;6675039.1726;25502294.159;2;2014
MA;6678769.0087;25496874.834;1;2014
MA;6677936.905;25493632.138;1;2014
MA;6672366.479;25495607.55;1;2014
MA;6680374.9336;25496084.42;1;2014
MA;6674777.1934;25496610.939;1;2014
MA;6675225.8351;25495338.161;1;2014
PP;6683936.4239;25503643.581;1;2014
MA;6672292.9147;25496562.813;1;2014
MA;6672396.1609;25496283.063;1;2014
MA;6679152.5798;25509253.766;1;2014
MA;6681995.1444;25490758.51;1;2014
MA;6679195.7038;25494200.004;1;2014
MA;6675038.4352;25498337.463;1;2014
MA;6681638.4299;25497156.678;1;2014
MA;6671299.3306;25495559.331;1;2014
PP;6675146.2597;25498254.983;2;2014
MA;6681049.9654;25496570.953;1;2014
MA;6673120.4336;25496278.079;1;2014
JK;6676143.2754;25496027.121;2;2014
MA;6674941.9084;25498638.699;1;2014
MA;6675881.8914;25496447.096;2;2014
MA;6681050.1267;25496580.144;2;2014
MA;6677394.6755;25508907.219;1;2014
MA;6682651.185;25504539.153;1;2014
PP;6674682.2833;25496350.746;2;2014
MA;6677005.0442;25497148.382;1;2014
MA;6672023.7689;25497601.255;1;2014
MA;6675155.7622;25497998.01;1;2014
PP;6671296.5659;25496676.936;1;2014
MA;6676081.4824;25494537.093;1;2014
MA;6676830.2563;25497230.511;1;2014
MP;6675641.0253;25496133.136;1;2014
MA;6680640.8307;25502185.15;1;2014
PP;6678663.6712;25496431.91;2;2014
PP;6678016.4927;25493598.034;2;2014
MA;6679960.6932;25507384.324;1;2014
MA;6680461.6535;25504497.589;1;2014
MA;6679734.164;25491418.062;2;2014
PP;6680666.3308;25491508.546;1;2014
MA;6680951.1436;25496001.085;2;2014
MA;6680850.0952;25503822.559;1;2014
PP;6672663.8411;25495557.949;1;2014
MA;6672512.9376;25493670.507;1;2014
MA;6672117.1156;25495728.566;1;2014
MA;6676695.4365;25493441.305;1;2014
MA;6678800.5639;25506171.475;1;2014
MA;6679991.067;25503678.434;1;2014
PP;6673012.0977;25496068.552;1;2014
MA;6673051.6225;25495586.448;1;2014
MA;6680208.8681;25493113.987;2;2014
MA;6675803.3961;25497572.167;1;2014
MA;6679547.0076;25503723.818;1;2014
MA;6679576.7048;25494559.537;1;2014
MA;6685522.427;25501749.572;1;2014
MA;6678805.4439;25506176.055;1;2014
MA;6675158.1727;25498143.48;1;2014
JK;6672907.3594;25496465.643;1;2014
MA;6678458.6745;25497881.824;1;2014
MA;6673009.9128;25496074.112;1;2014
MA;6673016.7671;25495752.235;1;2014
MA;6673664.7843;25497228.52;2;2014
MA;6678927.0261;25504301.697;1;2014
MA;6675494.9187;25496064.524;1;2014
MA;6673093.3909;25496627.02;1;2014
MA;6680550.7418;25505950.189;2;2014
MA;6676280.3607;25493359.708;1;2014
JK;6672587.4631;25498661.248;1;2014
MA;6677340.0911;25504211.275;1;2014
MA;6674875.8982;25497135.821;2;2014
MA;6676582.3521;25495839.378;1;2014
MA;6680410.5956;25502269.941;2;2014
PP;6677255.6542;25507836.599;2;2014
MA;6677581.7553;25493407.553;1;2014
MA;6672283.9367;25496360.781;1;2014
MA;6676247.9366;25497032.615;1;2014
PP;6675535.3246;25502354.087;2;2014
PP;6671554.7425;25492677.469;2;2014
MA;6674090.4172;25495696.313;1;2014
MA;6679383.8711;25504222.693;1;2014
MA;6678039.7149;25498072.613;1;2014
MA;6677243.8215;25498239.603;2;2014
MA;6675843.3254;25496107.03;1;2014
PP;6675474.0721;25501209.864;1;2014
MA;6680446.8931;25501222.692;1;2014
MA;6671521.3024;25495672.847;1;2014
MA;6675211.5403;25495427.202;1;2014
MP;6681143.9231;25495888.751;2;2014
MA;6678964.561;25497090.61;1;2014
PP;6675757.7567;25501569.544;2;2014
MA;6673453.1707;25496336.838;1;2014
MA;6674251.4288;25497217.428;1;2014
MP;6677727.7958;25502738.765;2;2014
MA;6673121.6079;25496468.106;2;2014
MA;6677247.9304;25496062.3;1;2014
PP;6678235.0888;25498878.384;1;2014
MA;6675834.957;25497494.366;1;2014
MA;6679729.7112;25503040.577;1;2014
MA;6677299.5062;25503079.798;1;2014
JK;6679496.812;25500743.35;1;2014
MA;6672370.0522;25495931.346;1;2014
MA;6675076.3485;25498641.339;1;2014
MA;6680411.2257;25492131.276;1;2014
MP;6681522.0251;25497380.259;2;2014
MA;6680210.4305;25492977.094;1;2014
MA;6676686.4771;25492940.506;1;2014
MA;6672395.3938;25495321.901;1;2014
MA;6674988.8271;25497882.294;1;2014
MA;6677519.4498;25505008.523;1;2014
MA;6677112.6884;25495991.018;1;2014
MA;6677112.9041;25495988.571;1;2014
MA;6674397.1435;25495678.123;1;2014
MA;6672294.935;25496565.269;1;2014
MA;6675850.9915;25494565.455;1;2014
JK;6680355.8385;25493544.292;2;2014
PP;6679414.2167;25492948.568;2;2014
MA;6682314.6315;25504486.606;1;2014
MA;6680726.717;25493851.152;1;2014
PP;6677169.8855;25503116.602;2;2014
MA;6675394.3055;25494806.619;1;2014
MA;6677366.5184;25493916.337;1;2014
JK;6679028.1677;25492318.471;2;2014
MA;6680720.9144;25495419.648;1;2014
MA;6680070.5319;25492104.954;1;2014
MA;6674774.0837;25496669.104;2;2014
PP;6671758.0239;25497874.686;1;2014
MA;6676841.2131;25494413.44;1;2014
MA;6677911.2767;25493657.722;1;2014
MA;6678674.0864;25497941.057;1;2014
MA;6678750.8654;25496822.06;2;2014
MA;6671562.7299;25495235.284;1;2014
PP;6676713.5807;25494428.794;1;2014
MP;6680894.8994;25500224.171;1;2014
MA;6678749.5432;25494616.061;1;2014
MA;6681005.3671;25497106.917;1;2014
MA;6680359.5809;25494387.804;1;2014
MA;6681543.9903;25504639.268;1;2014
MA;6681042.1155;25496679.624;1;2014
MA;6675525.8445;25502288.774;1;2014
MA;6680210.4932;25493064.542;1;2014
MA;6677312.7602;25495362.952;1;2014
JK;6682183.2826;25500877.912;1;2014
PP;6675376.7066;25497135.905;1;2014
MA;6672979.218;25497715.348;1;2014
MA;6678746.439;25494618.704;1;2014
MA;6672945.2648;25496640.544;1;2014
PP;6672345.746;25503917.447;2;2014
MA;6674869.2098;25495417.953;1;2014
PP;6676319.022;25493558.418;1;2014
MP;6677350.6861;25497037.715;2;2014
MA;6673301.5267;25497839.952;2;2014
MA;6681325.4093;25497440.187;1;2014
MA;6681227.5016;25493757.367;1;2014
JK;6678681.8694;25497113.994;2;2014
MA;6670885.8457;25493661.993;1;2014
PP;6685433.8516;25501562.598;2;2014
MA;6677545.6894;25504325.743;2;2014
PP;6678018.1867;25493599.489;2;2014
PP;6674553.6321;25495553.563;1;2014
MA;6672946.3194;25496111.423;1;2014
MA;6675240.2822;25498335.058;1;2014
MA;6675477.0246;25501770.174;1;2014
MA;6675767.5363;25497017.666;1;2014
MA;6685540.2774;25501661.17;1;2014
MA;6677816.6662;25504809.694;1;2014
MA;6677924.0046;25504767.436;1;2014
MA;6681394.1009;25491609.578;2;2014
MA;6671387.6745;25496887.006;1;2014
MA;6673245.4456;25495752.568;1;2014
MP;6672924.5938;25497606.465;1;2014
MA;6671648.8046;25492840.36;1;2014
MA;6674785.3995;25497853.187;1;2014
MA;6677599.1451;25504398.051;1;2014
MA;6672719.9783;25495786.579;1;2014
MP;6681786.6574;25495612.557;2;2014
MA;6672626.059;25496149.403;1;2014
MA;6684012.6481;25504494.644;1;2014
MA;6677349.6725;25496951.369;1;2014
MA;6672920.6697;25496628.278;1;2014
JK;6674165.3414;25497315.545;2;2014
MA;6676953.9331;25502750.121;1;2014
MA;6677279.4295;25494817.393;1;2014
MP;6676239.1113;25497892.342;1;2014
MA;6672759.4878;25495635.35;1;2014
MA;6672435.2997;25495622.456;1;2014
MA;6678219.5071;25504673.87;1;2014
MA;6672383.7875;25495608.048;1;2014
MA;6675648.3662;25501893.214;2;2014
MA;6674721.6217;25496767.446;1;2014
MA;6684499.2114;25502221.935;1;2014
MP;6676520.7856;25496480.08;2;2014
JK;6672851.5135;25496727.457;3;2014
MA;6673381.0101;25497855.928;1;2014
PP;6677363.6715;25493883.289;2;2014
MA;6681437.7265;25495835.967;1;2014
MA;6678019.7337;25493167.622;1;2014
MA;6675710.7254;25493266.797;1;2014
MA;6671912.6971;25497525.533;1;2014
PP;6684274.8774;25499538.361;2;2014
MA;6675914.0134;25493593.115;1;2014
MA;6672380.5472;25496692.847;1;2014
MA;6675211.8108;25495008.806;2;2014
MA;6674054.0095;25495779.916;1;2014
MA;6677955.6169;25493602.366;1;2014
MA;6675980.4329;25496431.276;1;2014
MA;6675332.9713;25497192.228;1;2014
MA;6680562.0182;25505927.549;1;2014
MA;6675987.7354;25497312.264;1;2014
MA;6676275.4385;25498221.985;1;2014
MA;6677884.179;25496838.423;1;2014
MA;6675372.9466;25497245.976;1;2014
MA;6682934.65;25503570.348;1;2014
MA;6672838.9994;25497649.287;1;2014
MA;6674483.4465;25497421.697;1;2014
MA;6676662.1821;25495897.974;1;2014
MA;6674977.6347;25497748.909;1;2014
MA;6674566.3065;25497729.931;1;2014
MP;6673085.3044;25496532.754;2;2014
PP;6675320.5963;25501814.331;1;2014
MA;6672429.2372;25497199.917;1;2014
MA;6672861.6345;25497084.588;1;2014
MA;6681952.1627;25497106.538;1;2014
MA;6677682.5362;25494628.238;1;2014
PP;6673514.9694;25496417.565;1;2014
MA;6681331.881;25497639.631;1;2014
MP;6671759.4883;25496772.831;1;2014
MA;6676190.8422;25494527.45;1;2014
MA;6676232.4107;25494511.681;2;2014
MA;6674949.6148;25497639.634;1;2014
MP;6681419.6056;25491640.893;1;2014
MA;6672687.0715;25495918.365;1;2014
MA;6675780.7911;25497645.595;1;2014
MA;6680633.3346;25497106.361;2;2014
PP;6672096.6584;25492705.743;2;2014
MA;6673121.7921;25496246.112;1;2014
MP;6684155.5558;25503439.924;2;2014
MA;6680692.3771;25496022.439;2;2014
MA;6674633.7382;25498130.695;1;2014
MA;6679732.7541;25491436.519;2;2014
MA;6674291.8556;25497802.207;1;2014
MA;6671620.0974;25493415.636;1;2014
MA;6675648.59;25496427.268;2;2014
MA;6676087.7733;25496022.638;1;2014
JK;6678567.8702;25497895.115;1;2014
MA;6677528.7029;25509044.115;2;2014
MP;6681216.3777;25491474.716;1;2014
MA;6681233.9314;25491463.618;1;2014
JK;6680700.1839;25504752.771;2;2014
MA;6677145.0857;25502065.264;1;2014
MA;6679270.5566;25504278.559;1;2014
JK;6673114.3683;25497413.647;1;2014
MA;6676318.049;25497828.156;1;2014
PP;6673269.9354;25496608.444;1;2014
MA;6676911.562;25498153.929;1;2014
MA;6671697.949;25496922.653;1;2014
MA;6675385.064;25494898.658;1;2014
MA;6676689.9415;25494420.489;1;2014
MA;6680325.649;25494501.157;1;2014
MA;6672839.2123;25497661.611;1;2014
MA;6676464.8325;25497958.862;1;2014
MP;6678837.0399;25491695.823;1;2014
MA;6677062.9059;25496375.928;1;2014
MA;6674315.7609;25497518.268;1;2014
MA;6679849.8167;25492578.621;1;2014
MA;6674541.5869;25498029.903;1;2014
MA;6678676.383;25496202.456;1;2014
MA;6677640.8851;25496910.993;1;2014
MA;6677691.7595;25504888.184;1;2014
MA;6672841.38;25497660.78;1;2014
MA;6675572.7247;25501995.937;1;2014
JK;6680478.0631;25498658.641;2;2014
MA;6672413.0502;25497216.837;1;2014
MA;6679617.6942;25507349.169;1;2014
MA;6679497.2713;25504185.622;1;2014
MA;6675836.8659;25497716.521;1;2014
MA;6679111.0538;25494303.201;1;2014
MA;6680345.9903;25494528.339;1;2014
JK;6673357.3557;25496346.631;2;2014
PP;6679488.0678;25495903.163;1;2014
MA;6677792.8014;25493655.211;1;2014
PP;6673712.313;25495239.778;2;2014
MA;6675447.1231;25496835.137;1;2014
MA;6674669.9981;25496317.01;1;2014
MA;6672763.3674;25497282.643;1;2014
MA;6673888.1631;25496088.403;1;2014
MA;6677551.2438;25504589.353;1;2014
MA;6677413.002;25497124.939;1;2014
MA;6676894.8908;25502711.507;1;2014
MA;6675360.4726;25501142.906;1;2014
MA;6680197.792;25501754.489;1;2014
PP;6673024.8425;25495593.935;1;2014
MP;6684480.2869;25499654.881;2;2014
MA;6677714.709;25498322.901;1;2014
MA;6679489.0643;25493052.32;1;2014
MA;6677282.3162;25504638.323;1;2014
MP;6681871.6369;25492024.779;2;2014
MA;6676707.1124;25492944.937;1;2014
MP;6678899.1854;25504441.931;1;2014
MA;6680232.9358;25492694.341;1;2014
PP;6673712.0588;25497746.187;2;2014
MA;6678561.4469;25498837.926;1;2014
MA;6674925.7492;25498304.729;1;2014
MA;6675302.3549;25497218.156;1;2014
PP;6679098.1867;25494308.662;2;2014
MA;6681018.9767;25491368.352;1;2014
MA;6672221.4164;25496460.689;1;2014
MA;6680509.0292;25494880.139;1;2014
MA;6680989.3225;25502700.938;2;2014
MA;6679906.7708;25504410.639;1;2014
MA;6681899.8179;25501039.614;1;2014
MA;6672745.173;25497282.473;1;2014
PP;6678992.5062;25492442.399;1;2014
MA;6678613.8757;25496767.567;1;2014
MA;6672275.2665;25495171.729;1;2014
MA;6672590.0023;25495623.317;1;2014
MA;6674180.618;25497746.187;1;2014
MA;6677632.4246;25504926.428;1;2014
MA;6675583.1635;25494177.732;1;2014
PP;6679706.3135;25493435.821;2;2014
MA;6680677.7409;25494267.058;1;2014
MA;6685706.3159;25501642.452;1;2014
MA;6676546.7046;25496309.604;1;2014
MA;6678002.9308;25493199.823;1;2014
JK;6672278.5626;25496955.89;2;2014
MA;6678067.8085;25503239.829;1;2014
MP;6678048.0585;25503212.267;2;2014
MA;6674023.8018;25497266.214;1;2014
MA;6675558.7226;25498811.955;1;2014
MA;6680280.4568;25494363.689;1;2014
MA;6672987.2883;25496608.861;1;2014
MA;6676571.003;25496971.137;2;2014
MA;6678904.6427;25504441.288;1;2014
MA;6681560.5075;25497162.877;1;2014
MA;6673599.0094;25496797.414;1;2014
MA;6673010.246;25496265.864;1;2014
MA;6677941.6565;25504731.551;1;2014
MA;6679887.8461;25495654.995;1;2014
MA;6672691.4493;25495634.427;1;2014
MA;6674780.1002;25497735.319;1;2014
MA;6678767.2726;25496956.979;1;2014
MA;6683192.9041;25498034.019;1;2014
MA;6679950.3865;25500111.25;1;2014
MA;6678480.9878;25496967.079;1;2014
MA;6678981.0905;25494938.623;2;2014
MA;6673338.2296;25497081.661;1;2014
MA;6672433.9085;25496766.93;1;2014
MA;6676516.4611;25496318.659;1;2014
MA;6674181.2536;25496011.77;1;2014
MA;6674692.0641;25495213.067;1;2014
MA;6680197.5933;25492350.604;1;2014
MA;6683706.5983;25500155.488;1;2014
MA;6674341.5224;25495944.756;1;2014
MA;6672376.681;25496067.883;1;2014
MP;6673712.4543;25497752.062;2;2014
MA;6679332.1423;25500529.758;1;2014
MA;6677774.1078;25494614.295;1;2014
MA;6679879.7477;25492583.302;1;2014
MA;6677294.488;25494860.696;1;2014
MA;6680237.9805;25494507.676;1;2014
MA;6681384.4252;25497108.483;1;2014
MA;6676846.3136;25494413.436;1;2014
MA;6675321.4708;25497201.002;1;2014
MA;6672420.1724;25496743.862;1;2014
MA;6675446.0634;25495007.474;1;2014
JK;6681062.264;25501044.931;2;2014
MA;6676632.5549;25493405.151;1;2014
MA;6681897.2886;25497134.59;1;2014
MA;6675569.1222;25494164.939;1;2014
PP;6675132.6989;25500323.735;1;2014
MA;6676882.6005;25508455.73;1;2014
MA;6675361.6211;25495148.894;1;2014
MA;6680151.4683;25495871.804;1;2014
MA;6685239.0296;25500562.021;2;2014
MA;6681459.4976;25497205.896;2;2014
MA;6673651.8598;25497246.705;1;2014
MA;6675777.0305;25496996.763;1;2014
MA;6680974.3941;25505990.714;1;2014
MA;6672595.4654;25496564.835;1;2014
MA;6672425.3424;25496146.767;1;2014
JK;6672394.8537;25496289.566;2;2014
MA;6676442.3129;25496325.429;1;2014
MA;6673835.9135;25497221.23;1;2014
MA;6673382.0873;25495430.677;1;2014
MA;6675488.1348;25497958.862;1;2014
MA;6680222.776;25492206.467;1;2014
MA;6672273.741;25493062.67;1;2014
MA;6676625.6249;25497210.942;1;2014
MA;6682099.6673;25499005.42;1;2014
MA;6676673.214;25494423.741;1;2014
MA;6681747.2531;25500568.456;1;2014
PP;6680847.9781;25498948.048;1;2014
MA;6681115.8198;25498642.57;1;2014
PP;6675652.5134;25497539.105;1;2014
PP;6677441.0742;25504365.683;1;2014
PP;6675578.4499;25494158.416;2;2014
MP;6673542.2523;25495477.819;1;2014
MA;6675169.2252;25495070.733;1;2014
MA;6677391.457;25496939.029;1;2014
MA;6672785.1551;25495659.737;1;2014
MA;6678550.215;25495234.584;2;2014
MA;6682099.126;25500450.655;1;2014
MA;6678851.6035;25491788.987;1;2014
MA;6673975.6495;25495710.695;1;2014
MA;6675166.3027;25497852.168;1;2014
MA;6676311.4533;25496353.607;1;2014
MA;6675792.4389;25502382.297;2;2014
MA;6676561.3239;25502459.414;2;2014
MA;6676046.549;25501764.02;1;2014
MA;6680277.0249;25492214.159;2;2014
MA;6679788.0715;25496817.31;2;2014
MA;6680036.2805;25493857.97;1;2014
PP;6673790.5675;25502880.49;2;2014
MA;6672218.5621;25496032.368;1;2014
MA;6681055.4107;25496711.278;1;2014
MA;6673060.0395;25496883.103;1;2014
MA;6681491.7821;25497178.577;1;2014
MA;6680027.1676;25492008.751;1;2014
MA;6681434.8141;25497152.649;1;2014
MA;6679706.1916;25496599.734;2;2014
MA;6678792.7575;25506165.776;1;2014
MA;6680146.0031;25498117.726;1;2014
MA;6674202.6594;25497765.814;1;2014
MA;6675019.288;25498361.412;1;2014
PP;6683521.7085;25499496.867;2;2014
MA;6677381.6923;25498840.253;1;2014
MA;6680068.0168;25504462.79;1;2014
PP;6682014.2337;25501011.808;2;2014
MA;6673507.3601;25497762.125;1;2014
MA;6679616.3428;25507350.282;1;2014
PP;6681702.2903;25500004.523;1;2014
MA;6680545.1007;25494704.407;2;2014
MA;6672359.8446;25494871.925;1;2014
MA;6681116.5005;25496782.233;1;2014
MA;6677114.7054;25495995.007;1;2014
MA;6674288.835;25497449.324;1;2014
MA;6679967.4071;25500646.465;3;2014
MA;6685495.7964;25501961.7;1;2014
MA;6676745.8834;25494401.451;1;2014
MA;6679609.7911;25503463.043;1;2014
MA;6671782.8531;25495649.884;2;2014
MA;6676239.4165;25497870.997;1;2014
MA;6678017.4496;25503176.191;1;2014
JK;6681997.2902;25492588.032;2;2014
MA;6675555.8778;25494906.41;1;2014
MA;6679743.9483;25502980.573;1;2014
MA;6680404.4425;25502218.387;1;2014
MA;6681077.0796;25498674.18;1;2014
MA;6674488.184;25497425.722;1;2014
MA;6672734.7688;25496765.305;1;2014
MA;6682619.2283;25496538.032;1;2014
MA;6680419.5241;25502254.724;2;2014
MA;6681505.6088;25497159.729;1;2014
MA;6676129.2532;25497154.239;2;2014
MA;6672859.5315;25497618.9;1;2014
MA;6676049.6245;25495984.461;1;2014
MA;6672844.2681;25497661.095;1;2014
MA;6681220.405;25491457.159;1;2014
MA;6679820.8375;25500230.717;1;2014
JK;6674987.4096;25497788.703;2;2014
MA;6674853.4195;25495288.641;1;2014
MA;6672704.0129;25497289.81;1;2014
MA;6677382.3781;25497082.23;1;2014
MA;6678463.7557;25494875.231;1;2014
MA;6675961.852;25494546.433;1;2014
MA;6671722.1964;25497175.924;1;2014
MA;6673212.1649;25496192.188;1;2014
MA;6680385.9646;25502604.426;1;2014
MA;6679438.1471;25495939.833;1;2014
MA;6681870.5227;25503523.893;1;2014
MA;6681297.9989;25491508.208;2;2014
MA;6672249.5322;25496895.51;1;2014
MA;6674884.1616;25496857.563;1;2014
MA;6677157.3708;25502257.483;1;2014
MA;6674885.4075;25497847.893;1;2014
MA;6677208.5946;25503044.11;1;2014
MA;6675641.3506;25497718.446;2;2014
MA;6674594.8629;25495947.681;1;2014
MA;6672369.3236;25495001.851;1;2014
MA;6682182.5434;25500365.239;1;2014
MA;6672436.459;25497334.538;1;2014
MA;6674200.2348;25495334.711;1;2014
MA;6675569.9977;25496233.113;1;2014
MA;6672073.5225;25495666.249;1;2014
MA;6675100.042;25493101.415;1;2014
MA;6683696.3669;25504254.541;1;2014
MA;6672712.2782;25497840.604;1;2014
MA;6680698.9187;25502071.801;1;2014
MA;6681046.1286;25499851.198;1;2014
MA;6679404.1801;25492992.181;1;2014
MA;6677821.2368;25504778.565;1;2014
MA;6676238.3927;25497872.231;1;2014
MA;6673955.0196;25491817.068;2;2014
JK;6682916.7889;25502959.995;2;2014
MA;6680786.2436;25502186.242;1;2014
MA;6682238.5463;25499679.164;1;2014
PP;6682096.1884;25500454.593;1;2014
MA;6672211.5704;25496253.508;1;2014
JK;6677850.6676;25497693.012;2;2014
MA;6675891.0696;25496110.679;1;2014
MA;6681144.3709;25496825.965;1;2014
MA;6674693.2904;25496336.674;2;2014
MA;6684180.9336;25504045.01;1;2014
MA;6673908.4436;25496068.795;1;2014
MA;6679626.6559;25500602.508;1;2014
MA;6673945.6657;25495704.65;1;2014
MA;6677292.0951;25494955.347;1;2014
MA;6676766.4048;25498253.853;2;2014
MA;6672513.1897;25496885.066;1;2014
MA;6672532.4075;25496467.582;1;2014
MA;6680956.7744;25499822.697;2;2014
MA;6672452.3042;25497102.949;1;2014
MA;6673046.4228;25496709.187;1;2014
MA;6672684.6679;25495936.652;1;2014
MA;6672529.7092;25495619.302;1;2014
PP;6677118.2904;25496473.686;2;2014
MA;6681396.0365;25504303.646;1;2014
MA;6676626.0054;25493444.267;1;2014
MA;6680888.6374;25499799.556;1;2014
MA;6679657.5062;25496700.959;1;2014
MA;6678132.1176;25497650.312;1;2014
MP;6672202.5682;25496432.42;2;2014
MA;6676050.1849;25495986.264;1;2014
MA;6677066.8846;25507513.609;1;2014
MA;6678224.3863;25498629.933;1;2014
MA;6679340.8691;25500463.254;1;2014
MA;6678597.2158;25494778.596;1;2014
MA;6679340.3569;25497542.122;1;2014
MA;6675989.6601;25496846.236;1;2014
MA;6674096.644;25497689.048;1;2014
MA;6677734.3236;25498339.444;1;2014
MA;6673889.7436;25496084.806;1;2014
MA;6681972.0956;25490807.097;1;2014
MA;6674510.9911;25502786.909;1;2014
MA;6671354.8095;25497166.289;1;2014
MA;6673847.5456;25495897.266;1;2014
MA;6679887.9248;25502809.229;1;2014
MA;6680943.1519;25501717.913;1;2014
PP;6682422.9439;25500954.584;2;2014
MA;6677913.1682;25493656.563;1;2014
MA;6675984.2278;25496873.515;1;2014
MA;6672959.1769;25496514.631;1;2014
PP;6679403.0961;25492977.78;2;2014
PP;6681922.0825;25500404.689;2;2014
MA;6671656.914;25496464.199;1;2014
MA;6673063.7196;25495584.457;1;2014
MA;6672638.7233;25496323.652;1;2014
MA;6672169.5229;25495711.566;1;2014
PP;6677293.0751;25498131.506;2;2014
MA;6672383.2548;25497379.746;1;2014
MA;6675275.3711;25497688.908;1;2014
MA;6677306.9501;25494148.296;1;2014
MA;6678036.0902;25504970.027;1;2014
MA;6677923.1997;25493534.235;1;2014
PP;6679278.6481;25497480.858;2;2014
MA;6675176.4254;25497558.683;1;2014
PP;6677309.1107;25494193.495;2;2014
MA;6675249.714;25497992.17;1;2014
PP;6675160.687;25497902.055;2;2014
MA;6681072.0985;25502796.338;1;2014
MA;6684960.3241;25499441.31;1;2014
MA;6672183.1812;25492590.58;1;2014
MA;6672555.2387;25496756.768;1;2014
JK;6679147.7575;25500936.289;2;2014
PP;6682417.164;25500951.092;2;2014
MA;6678998.3224;25504144.8;1;2014
MA;6679037.0516;25509648.059;1;2014
PP;6676145.1712;25496302.01;1;2014
MA;6675443.3874;25493220.656;1;2014
MA;6681013.392;25501331.318;1;2014
MA;6672525.6408;25498104.805;1;2014
PP;6682480.6242;25500097.86;2;2014
MA;6674032.0878;25497542.095;1;2014
MA;6674488.1481;25497683.172;1;2014
MA;6672417.9852;25495656.166;1;2014
MA;6677679.5714;25498804.306;1;2014
MA;6679286.9241;25497490.71;1;2014
MA;6673588.947;25496254.642;1;2014
MA;6674675.6578;25497729.093;1;2014
MA;6676126.3259;25497179.703;1;2014
MA;6677938.6145;25504722.685;1;2014
MA;6677298.9435;25494165.91;1;2014
MA;6678921.6522;25504129.509;1;2014
MA;6671789.1621;25495648.999;1;2014
MA;6672291.9242;25496361.289;1;2014
MA;6675965.9438;25493620.337;1;2014
MA;6678285.3204;25504651.964;1;2014
MA;6679435.4672;25506740.173;1;2014
MA;6677743.2943;25504834.693;1;2014
MA;6675365.7945;25495046.933;1;2014
MA;6673082.555;25496946.879;1;2014
MA;6675645.3524;25497163.776;1;2014
MA;6679467.4013;25503972.975;2;2014
MA;6681076.5166;25496700.019;1;2014
MA;6672156.729;25495315.698;1;2014
MA;6680121.9946;25492194.236;1;2014
MA;6680212.8884;25493948.398;1;2014
MA;6680216.7015;25493949.203;2;2014
MP;6680212.8128;25493951.821;1;2014
MA;6677151.2193;25495942.461;1;2014
MA;6675611.7394;25494863.073;1;2014
MA;6677255.4244;25504187.356;1;2014
MA;6681049.4117;25496550.644;1;2014
MA;6679020.7893;25501202.835;1;2014
MA;6672404.2107;25495117.136;1;2014
MA;6674212.4046;25502821.906;1;2014
MA;6672305.58;25495973.144;1;2014
MA;6673319.8273;25495552.53;1;2014
MA;6679663.9236;25500591.645;1;2014
MA;6680464.2694;25502501.665;1;2014
MP;6676266.1116;25495778.412;2;2014
MA;6675251.2354;25494970.355;1;2014
PP;6673950.9947;25497456.928;1;2014
MA;6685446.9737;25502279.262;1;2014
MA;6680878.4983;25498956.403;1;2014
MA;6680016.8108;25500684.608;1;2014
MA;6682101.9946;25499119.664;2;2014
MA;6679445.3425;25497643.859;1;2014
MA;6678584.9219;25492700.282;1;2014
MA;6673891.4294;25496084.356;2;2014
MA;6674791.7;25496702.449;1;2014
MA;6681578.7605;25493899.517;2;2014
MA;6680387.9536;25502574.485;2;2014
MA;6673008.7031;25495910.774;1;2014
MA;6676609.4306;25495655.935;1;2014
MA;6676616.4175;25493435.18;1;2014
MA;6677272.4017;25494424.471;1;2014
MA;6672483.5458;25496228.72;1;2014
MA;6674894.8139;25497294.676;1;2014
MA;6675110.4261;25497013.338;1;2014
MA;6679051.0172;25504417.25;1;2014
MA;6677491.5031;25503243.359;1;2014
MP;6674986.3088;25498316.054;1;2014
MA;6674997.8984;25495431.626;1;2014
MA;6675902.3169;25497453.981;1;2014
MA;6675221.7293;25497100.284;1;2014
MA;6674985.9341;25497931.675;1;2014
