LAJI;pohj_etrs;ita_etrs;VAKAV_A;VV
MA;6681037.75;25499823.08;1;2022
MA;6679677.01;25494743.34;1;2022
MA;6678497.91;25493417.55;1;2022
MA;6675203.68;25497374.4;1;2022
MA;6676488.76;25496931.62;1;2022
MA;6679695.85;25497023.8;1;2022
MA;6675470.28;25496499.99;1;2022
MA;6671681.71;25496734.97;1;2022
MA;6683425.68;25500674.4;1;2022
MA;6680144.71;25500844.41;1;2022
MA;6674870.55;25495419.6;1;2022
MA;6679435.91;25501517.91;1;2022
MA;6682070.46;25498996.34;1;2022
MA;6683779.27;25511604.06;1;2022
MA;6677271.85;25494682.7;1;2022
MA;6680050.23;25506152.71;1;2022
MA;6677225.74;25503492.02;2;2022
MA;6675957.78;25493643.48;1;2022
MA;6679407.62;25492962.34;1;2022
MA;6682001.96;25503432.44;1;2022
MA;6679089.44;25492093.23;1;2022
MA;6681292.15;25497181.59;1;2022
MA;6674113.06;25497699.57;1;2022
MA;6675190.44;25508004.68;1;2022
MA;6674355.15;25495994.14;1;2022
MA;6681102.75;25501637.78;1;2022
MA;6675988.28;25497183.45;1;2022
MA;6680515.48;25498652.52;1;2022
MA;6673089.7;25496627.77;1;2022
MA;6681989.54;25503422.95;1;2022
MA;6673121.49;25496476.15;1;2022
MA;6682035.03;25503642.48;1;2022
MA;6677353.34;25505174.01;1;2022
MA;6675395.56;25494508.58;1;2022
MA;6671719.12;25493015.87;1;2022
MA;6676710.54;25507905.14;1;2022
MA;6677480.72;25505040.8;1;2022
MA;6677251.62;25505700.23;1;2022
MA;6677806.81;25504776.88;1;2022
MA;6674841.51;25497046;1;2022
MA;6683037.19;25511582.98;2;2022
MA;6681937.02;25503319.8;1;2022
MA;6672837.92;25497651.22;1;2022
MA;6676962.15;25498154.2;1;2022
MA;6680341.77;25507495.47;1;2022
MA;6672521.04;25497106.29;1;2022
MA;6681291.81;25498212.27;1;2022
MA;6681000.76;25499080.04;1;2022
MA;6681321.83;25497925.67;1;2022
MA;6681211.6;25500831.74;1;2022
MA;6676984.39;25493237.24;1;2022
MA;6678952.52;25504432.35;2;2022
MA;6673500.8;25497869.04;1;2022
MA;6680837.78;25496589.5;1;2022
MA;6671277.93;25496194.23;2;2022
MA;6674727.67;25495664.88;2;2022
MA;6677924.96;25504467.94;1;2022
MA;6678449.35;25509277.1;1;2022
MA;6680819.04;25493003.77;1;2022
MA;6680917.41;25494149.67;1;2022
MA;6672759.33;25496898.37;1;2022
MA;6685448.79;25502271.29;1;2022
MA;6679678.83;25491021.74;2;2022
MA;6679546.2;25503731.62;2;2022
MA;6677255.05;25503741.63;1;2022
MA;6673400.51;25495529.58;1;2022
MA;6681581.16;25493865.48;2;2022
MA;6679501;25494189.21;1;2022
MA;6672406.49;25496292.47;1;2022
MA;6680563.73;25505948.64;1;2022
MA;6680217.66;25493916.62;1;2022
MA;6679456.84;25504028.82;1;2022
MA;6675748.9;25497624.33;1;2022
MA;6672465.3;25496811.75;1;2022
MA;6680991.1;25501144.96;1;2022
MA;6679907.85;25496485.59;1;2022
MA;6673156.49;25496470.85;1;2022
MA;6680552.45;25505943.2;1;2022
MA;6677928.63;25504773.94;1;2022
MA;6679978.41;25494604.12;1;2022
MA;6679292.06;25498757.85;2;2022
MA;6672900.18;25497189.06;1;2022
MA;6674743.95;25496796.75;1;2022
MA;6676326.52;25496977.86;1;2022
MA;6680372.19;25504551.23;1;2022
MA;6674540.42;25498030.34;1;2022
MA;6677006.89;25502581.81;1;2022
MA;6674276.07;25497800.43;1;2022
MA;6680434.31;25494636.86;2;2022
MA;6677344.63;25498642.84;2;2022
MA;6676152.74;25497891.63;1;2022
MA;6674396.84;25496092.96;1;2022
MA;6675159.51;25498142.01;1;2022
MA;6677135.74;25495277.69;2;2022
MA;6674584.68;25498072.22;1;2022
MA;6675498.77;25497349.99;2;2022
MA;6675750.7;25497624.91;1;2022
MA;6677233.34;25498244.24;2;2022
MA;6681117.57;25502847.77;1;2022
MA;6681053.29;25504740.95;1;2022
MA;6673306.19;25496370.31;1;2022
MA;6680510.41;25502411.58;1;2022
MA;6676025.43;25497894.4;1;2022
MA;6679782.71;25502887.64;1;2022
MA;6679869.68;25496343.44;1;2022
MA;6677191.07;25493558.51;1;2022
MA;6673298.12;25492218.45;1;2022
MA;6676693.49;25498073.94;1;2022
MA;6683217.72;25508124.69;1;2022
MA;6677928.45;25504778.9;2;2022
MA;6673000.59;25496965.56;1;2022
MA;6674613.58;25497824.85;1;2022
MA;6681197.25;25491489.72;1;2022
MA;6677807.88;25504819.35;1;2022
MA;6680963.63;25494127.46;1;2022
MA;6677342.36;25497002.66;1;2022
MA;6682773.02;25503842.04;1;2022
MA;6681342.66;25497589.79;2;2022
MA;6682507.92;25500099.15;1;2022
MA;6682241.62;25500806.83;2;2022
MA;6680651.6;25498721.24;2;2022
MA;6680283.41;25504595.05;1;2022
MA;6672285.68;25496361.91;2;2022
MA;6678326.72;25498492.77;1;2022
MA;6678965.83;25504459.42;1;2022
MA;6685802.96;25500874.28;1;2022
MA;6677462.78;25497973.72;1;2022
MA;6676768.93;25498108.76;1;2022
MA;6681771.37;25500384.68;2;2022
MA;6677328.98;25496967.65;2;2022
MA;6675518.63;25497839.54;1;2022
MA;6680994.35;25499818.86;2;2022
MA;6673470.34;25497879.82;2;2022
MA;6677609.62;25494484.73;1;2022
MA;6672350.82;25491882;1;2022
MA;6677526.79;25503262.95;1;2022
MA;6672680.33;25496488.36;1;2022
MA;6678698.06;25497966.96;1;2022
MA;6679749.96;25500870.14;1;2022
MA;6674687.91;25496865.85;2;2022
MA;6677604.21;25494479.23;1;2022
MA;6681599.25;25493839.49;1;2022
MA;6675488.21;25497324.22;1;2022
MA;6685712.02;25501132.24;1;2022
MA;6680944.81;25501721.3;1;2022
MA;6680398.74;25494393.63;1;2022
MA;6676077.44;25497898.69;2;2022
MA;6681484.37;25503219.18;1;2022
MA;6680198.59;25493683.36;1;2022
MA;6677332.84;25498253.1;1;2022
MA;6681384.29;25493996.1;1;2022
MA;6681756.04;25499933.06;1;2022
MA;6671947.5;25496602.82;1;2022
MA;6679230.22;25504532.77;1;2022
MA;6672407.27;25495175.88;1;2022
MA;6677163.44;25496644.54;1;2022
MA;6677437.61;25507540.56;1;2022
MA;6673146.24;25497794.93;1;2022
MA;6672196.01;25492771.63;1;2022
MA;6672546.57;25496008.63;1;2022
MA;6675644.97;25494809.95;2;2022
MA;6677438.61;25502968.53;2;2022
MA;6683322.18;25508463.81;2;2022
MA;6677317.01;25496898.22;2;2022
MA;6680765.74;25494219.37;2;2022
MA;6673044.45;25495591.43;1;2022
MA;6675807.37;25501782.06;1;2022
MA;6676741.15;25498287.49;1;2022
MA;6681312.69;25496797.76;1;2022
MA;6675138.99;25495546.2;1;2022
MA;6680830.37;25491767.07;1;2022
MA;6685532.02;25501806.45;1;2022
MA;6681589.03;25494088.98;1;2022
MA;6683703.14;25502328.13;1;2022
MA;6676654.93;25493450.84;1;2022
MA;6677845.97;25497726.71;2;2022
MA;6681525.73;25493594.8;2;2022
MA;6672773.56;25497193.46;2;2022
MA;6676608.62;25494419.18;1;2022
MA;6675700.69;25501913.9;1;2022
MA;6680437.44;25502200.85;1;2022
MA;6677299.76;25494194.5;2;2022
MA;6677072.64;25502663.24;2;2022
MA;6675731.37;25497643.17;1;2022
MA;6680372.16;25504710.6;1;2022
MA;6680978.36;25496120.57;1;2022
MA;6680013.11;25500691.59;1;2022
MA;6675592.12;25496363.88;1;2022
MA;6672588.1;25493998.34;1;2022
MA;6675446.44;25501913.43;1;2022
MA;6678148.97;25504687.11;1;2022
MA;6680403.08;25494713.39;1;2022
MA;6673545.44;25502274.89;2;2022
MA;6679525.52;25503814.45;1;2022
MA;6673033.6;25496102.29;1;2022
MA;6677774;25494623.59;1;2022
MA;6675519.68;25501219.99;1;2022
MA;6672737.48;25496164.55;1;2022
MA;6677090.79;25493329.81;1;2022
MA;6674886.58;25492608.61;1;2022
MA;6677197.64;25496694.35;2;2022
MA;6681308.11;25497849.91;1;2022
MA;6675749.57;25497625.09;1;2022
MA;6674950.58;25497779.15;1;2022
MA;6680221.04;25492560.03;1;2022
MA;6677640.36;25505184.21;1;2022
MA;6678715.65;25495026.35;1;2022
MA;6673678.94;25497230.45;2;2022
MA;6678734.06;25499495.19;2;2022
MA;6678893.57;25507481.3;1;2022
MA;6674349.54;25497858.01;1;2022
MA;6680730.27;25495429.23;1;2022
MA;6679113.05;25504789.87;1;2022
MA;6680137.09;25502702.17;2;2022
MA;6676186.84;25502035.01;1;2022
MA;6676523.25;25502228.87;1;2022
MA;6681590.29;25496845.06;1;2022
MA;6681066.28;25498733.99;2;2022
MA;6679873.37;25494637.03;1;2022
MA;6682706.8;25497730.09;1;2022
MA;6673922.24;25496067.9;1;2022
MA;6676010.19;25497878.32;1;2022
MA;6677288.48;25505807.51;1;2022
MA;6677365.73;25493890.93;1;2022
MA;6672943.05;25496512.68;1;2022
MA;6672820.97;25496385.41;1;2022
MA;6679551.75;25504233.28;1;2022
MA;6677244.6;25503629.98;1;2022
MA;6675123.38;25495418.65;1;2022
MA;6675536.8;25501407.39;1;2022
MA;6672635.83;25494262.78;1;2022
MA;6680956.29;25492861.5;2;2022
MA;6676768.71;25493403.62;1;2022
MA;6685434.16;25502318.36;1;2022
MA;6679479.98;25504154.68;1;2022
MA;6674498.3;25497693.47;2;2022
MA;6682341.68;25494304.91;1;2022
MA;6679765.19;25503055.57;1;2022
MA;6674427.55;25495415.77;1;2022
MA;6679856.35;25507413.48;1;2022
MA;6681177.52;25502911.84;2;2022
MA;6672588.01;25496549.25;2;2022
MA;6674733.93;25492348.12;1;2022
MA;6682324.07;25497198.99;1;2022
MA;6680579.96;25494956.73;2;2022
MA;6680525.26;25493886.54;1;2022
MA;6682221.55;25504053.68;1;2022
MA;6675893.31;25492973;1;2022
MA;6674907.68;25495258.26;1;2022
MA;6681059.29;25496689.66;1;2022
MA;6680858.95;25497087.95;1;2022
MA;6680740.36;25500128.62;2;2022
MA;6672154.89;25503109.43;1;2022
MA;6682314.55;25504466.78;1;2022
MA;6671275.91;25496186.84;1;2022
MA;6672436.6;25495595.84;1;2022
MA;6673097.54;25496529.16;1;2022
MA;6673918.56;25503101.93;1;2022
MA;6677344.77;25495332.36;1;2022
MA;6683037.75;25499390.34;1;2022
MA;6683382.64;25503856.55;2;2022
MA;6679041.16;25509656.62;1;2022
MA;6672224.49;25496289.6;1;2022
MA;6680195.23;25493689.42;1;2022
MA;6675380.34;25495038.28;1;2022
MA;6674705.74;25495378;2;2022
MA;6676151.88;25496403.71;2;2022
MA;6673055.29;25496865.9;1;2022
MA;6677581.4;25504386.29;1;2022
MA;6683539.53;25499106.11;2;2022
MA;6678925.57;25504180.25;1;2022
MA;6676055.42;25496020.11;1;2022
MA;6681858.54;25503279.29;1;2022
MA;6679773.51;25496346.8;1;2022
MA;6678057.81;25493092.22;2;2022
MA;6679671.68;25503172.28;1;2022
MA;6677000.65;25494481.21;1;2022
MA;6678705.92;25506080.94;1;2022
MA;6681052.86;25499609.48;1;2022
MA;6675995.15;25497298.83;1;2022
MA;6676240.51;25494503.5;1;2022
MA;6681973.37;25490799.8;2;2022
MA;6676495.96;25506489.71;1;2022
MA;6677461.11;25504983.5;2;2022
MA;6677463.13;25508263.42;1;2022
MA;6675766.48;25497018.97;1;2022
MA;6678466.13;25494462.66;1;2022
MA;6676662.18;25502311.92;1;2022
MA;6675702.86;25497100.66;1;2022
MA;6677714.61;25504873.04;1;2022
MA;6680076.07;25492382.4;2;2022
MA;;;1;2022
MA;6680654;25494270.22;1;2022
MA;6671233.77;25493133.79;2;2022
MA;6681205.05;25502953.38;1;2022
MA;6675172.4;25500868.58;1;2022
MA;6682581.1;25501779.77;1;2022
MA;;;1;2022
MA;6677289.21;25503814.46;1;2022
MA;6675454.88;25501210.95;1;2022
MA;6680677.53;25491891.64;1;2022
MA;6680664.09;25504224.84;1;2022
MA;6682445.53;25497442.38;1;2022
MA;6679701.8;25491121.65;1;2022
MA;6680673.68;25491557.05;1;2022
MA;6677296.81;25503876.01;1;2022
MA;6681027.94;25496380.62;1;2022
MA;6681259.19;25503004.04;1;2022
MA;6672917.06;25495714.06;2;2022
MA;6674203.94;25502872.28;1;2022
MA;6674686.43;25495341.13;1;2022
MA;6683822.67;25500485.65;1;2022
MA;6680480.84;25502542.41;2;2022
MA;6676574.66;25502635.29;1;2022
MA;6680346.69;25492275.37;1;2022
MA;6675264.05;25495648.92;1;2022
MA;6680946.33;25499824.34;1;2022
MA;6678904.84;25491979.28;1;2022
MA;6672935;25501010.86;1;2022
MA;6672053.02;25493927.98;1;2022
MA;6675480.55;25501947.38;2;2022
MA;6680327.32;25494491.06;1;2022
MA;6672434.07;25495637.16;2;2022
MA;6676086.43;25496020.63;2;2022
MA;6681049.06;25499840.67;2;2022
MA;6681011.93;25496259.21;1;2022
MA;6674709.91;25496465.52;1;2022
MA;6675248.59;25497378.61;1;2022
MA;6673797.04;25497633.9;1;2022
MA;6683397.49;25498314.37;1;2022
MA;6680076.93;25502723.47;2;2022
MA;6672539.78;25495994.58;1;2022
MA;6672990.85;25496576.78;1;2022
MA;6677969.2;25504850.87;1;2022
MA;6678840.69;25504327.09;1;2022
MA;6674101.59;25497690.67;1;2022
MA;6674584.5;25496787.03;1;2022
MA;6677309.4;25496890.01;1;2022
MA;6679504.75;25504194.6;1;2022
MA;6680553.39;25505942.02;1;2022
MA;6679566.19;25506878.49;1;2022
MA;6678835.48;25506203.43;1;2022
MA;6674542.48;25497394.53;1;2022
MA;6679426.84;25492986.33;1;2022
MA;6672415.64;25495130.55;1;2022
MA;6672143.37;25495714.94;1;2022
MA;6679471.3;25504318.19;1;2022
MA;6675801.76;25497667.03;1;2022
MA;6681313.72;25497796.32;1;2022
MA;6677463.29;25508254.97;1;2022
MA;6680209.73;25493987.13;1;2022
MA;6675099.98;25497980;1;2022
MA;6679830.55;25503068.49;1;2022
MA;6681962.86;25503426.78;2;2022
MA;6685665.73;25501259.89;1;2022
MA;6672801.7;25495618.2;2;2022
MA;6677930.89;25504773.32;1;2022
MA;6674496.21;25497399.58;1;2022
MA;6678180.55;25493851.73;1;2022
MA;6677344.15;25494003.99;2;2022
MA;6680859.03;25501881.82;1;2022
MA;6681320.39;25491802.02;1;2022
MA;6677566.18;25504984.27;1;2022
MA;6683753.76;25504323.93;2;2022
MA;6683261.69;25509175.84;2;2022
MA;6674572.02;25499016.66;1;2022
MA;6676801.28;25495575.22;1;2022
MA;6679906.77;25496875.14;1;2022
MA;6680772.44;25504766.24;1;2022
MA;6673948.68;25496058.25;1;2022
MA;6685514.54;25501777.77;1;2022
MA;6680885.82;25499082.9;1;2022
MA;6671082.89;25495397.34;2;2022
MA;6675442.74;25497047.84;1;2022
MA;6675546.43;25496218.24;1;2022
MA;6677808.69;25497724.8;1;2022
MA;6678796.7;25504507.44;1;2022
MA;6678038.16;25498072.28;1;2022
MA;6681051.65;25498727.77;1;2022
MA;6684563.32;25513228.11;1;2022
MA;6675223.18;25495345.85;1;2022
MA;6676893.06;25506769.72;1;2022
MA;6674869.64;25497123.38;1;2022
MA;6676245.35;25501845.83;1;2022
MA;6677388.48;25504198.56;2;2022
MA;6674328.4;25495985.81;1;2022
MA;6680370.47;25494332.49;1;2022
MA;6682218.7;25504175.9;1;2022
MA;6681296.59;25498128.17;1;2022
MA;6677629.8;25503287.81;1;2022
MA;6683288.51;25500208.21;1;2022
MA;6677237.07;25503601.69;2;2022
MA;6682541.22;25499056.79;1;2022
MA;6680759.38;25495524.05;1;2022
MA;6678155.58;25498225.14;2;2022
MA;6680508.08;25494869.68;1;2022
MA;6680623.85;25491926.22;2;2022
MA;6676717.41;25507915.79;1;2022
MA;6681177.87;25496903.87;1;2022
MA;6674392.49;25495680.99;1;2022
MA;6682258.84;25497150.04;2;2022
MA;6677483.2;25503243.23;1;2022
MA;6672776.72;25497269.04;1;2022
MA;6681783.73;25500404.83;1;2022
MA;6680027.6;25493861.56;1;2022
MA;6676204.31;25498335.46;1;2022
MA;6679269.68;25504300.38;1;2022
MA;6672373.41;25495047.27;2;2022
MA;6681272.13;25503012.16;1;2022
MA;6675859.49;25497931.04;1;2022
MA;6673382.56;25497404.73;1;2022
MA;6680000.68;25507345.07;2;2022
MA;6674028.78;25498739.49;2;2022
MA;6679816.84;25493475.37;2;2022
MA;6679007.37;25504423.91;1;2022
MA;6677329.56;25496986;2;2022
MA;6680811.55;25495611.02;1;2022
MA;6672232.57;25492260.27;2;2022
MA;6672391.95;25494882.95;2;2022
MA;6680492.08;25494990.79;1;2022
MA;6681345.38;25497412.41;1;2022
MA;6677317.19;25496956.3;1;2022
MA;6675565.77;25494747.26;1;2022
MA;6677097.15;25496478.07;1;2022
MA;6684204.41;25512153.57;1;2022
MA;6678161.75;25498209.78;1;2022
MA;6674903.46;25495019.39;1;2022
MA;6680730.27;25505897.91;1;2022
MA;6680207.15;25493418.48;1;2022
MA;6674895.28;25497049.27;1;2022
MA;6678546.59;25504557.95;1;2022
MA;6679059.07;25492200.02;2;2022
MA;6680634.29;25494299.82;1;2022
MA;6671357.65;25497341.46;1;2022
MA;6676192.66;25497103.65;1;2022
MA;6680288.47;25494400.03;1;2022
MA;6679866.44;25492566.66;1;2022
MA;6674829.66;25499166.94;1;2022
MA;6680368.62;25493079.91;1;2022
MA;6677293.17;25505346.15;2;2022
MA;6681036.66;25499302.51;2;2022
MA;6677928.88;25504771.62;1;2022
MA;6677855.66;25493531.6;1;2022
MA;6675320.24;25495260.07;2;2022
MA;6680944.94;25502646.4;1;2022
MA;6674958.92;25497696.8;1;2022
MA;6680547.88;25491895.62;1;2022
MA;6677855.18;25507305;1;2022
MA;6676700.28;25494121.51;1;2022
MA;6673117.91;25496540.49;2;2022
MA;6677511.7;25505033.99;1;2022
MA;6679523.36;25503959.22;1;2022
MA;6677693.89;25504888.35;1;2022
MA;6677003.84;25507508.62;2;2022
MA;6682374.36;25497227.46;1;2022
MA;6676179.28;25497077.18;1;2022
MA;6675102.85;25496988.65;1;2022
MA;6675916.15;25496460.88;1;2022
MA;6674582.47;25497607.46;1;2022
MA;6673108.61;25496484.97;1;2022
MA;6675226.33;25495459.19;1;2022
MA;6677535.27;25509736.25;1;2022
MA;6672159.72;25495700.97;1;2022
MA;6678510.74;25506477.24;1;2022
MA;6682136.66;25499546.54;1;2022
MA;6680933.3;25501699.57;1;2022
MA;6679474.66;25506790.35;1;2022
MA;6675558.23;25494242.48;2;2022
MA;6677632.04;25504931.4;2;2022
MA;6675490.22;25502195.78;1;2022
MA;6682359.09;25504648.62;1;2022
MA;6672751.2;25497776.25;2;2022
MA;6682873.08;25503886.87;2;2022
MA;6680296.25;25500601;1;2022
MA;6675216.84;25498013.5;2;2022
MA;6674389.68;25497315.06;1;2022
MA;6676031.83;25493595.47;1;2022
MA;6675885;25497471.28;1;2022
MA;6679517.34;25493154.36;2;2022
MA;6674804.95;25497869.49;1;2022
MA;6675588.01;25496107.08;1;2022
MA;6681970.93;25511881;1;2022
MA;6678169.82;25504690.49;1;2022
MA;6680160.26;25502615.47;2;2022
MA;6672324.61;25495991.12;1;2022
MA;6678227.52;25504671.2;2;2022
MA;6672757.29;25497364.64;1;2022
MA;6674684.11;25496345.64;1;2022
MA;6678653.36;25495786;1;2022
MA;6681455.93;25491674.47;1;2022
MA;6672484.97;25491543.49;1;2022
MA;6678942.58;25499188.64;1;2022
MA;6671738.6;25496550.7;1;2022
MA;6676064.51;25497243.25;1;2022
MA;6675511.67;25497818.69;1;2022
MA;6681897.36;25492527.05;1;2022
MA;6682895.36;25498157.01;1;2022
MA;6675395.33;25494513.08;1;2022
MA;6676027.5;25497895.04;1;2022
MA;6675221.31;25493587.01;2;2022
MA;6671936;25497695.13;1;2022
MA;6678152.77;25504683.75;1;2022
MA;6683529.1;25499101.05;1;2022
MA;6673110.88;25497417.16;1;2022
MA;6680830.81;25491767.94;1;2022
MA;6681202.1;25491425.51;1;2022
MA;6674071.87;25497615.37;1;2022
MA;6682856.65;25503891.22;2;2022
MA;6683148.17;25503998.94;2;2022
MA;6680003.74;25491999.76;1;2022
MA;6672879.72;25498077.77;2;2022
MA;6684427.54;25504157.47;2;2022
MA;6672264.8;25492947.15;1;2022
MA;6683519.05;25504776.68;1;2022
MA;6679479.28;25504171.16;2;2022
MA;6682101.13;25499640.19;2;2022
MA;6675895.32;25496115.26;1;2022
MA;6677080.85;25502938.2;1;2022
MA;6679520.68;25503765.9;1;2022
MA;6676208.91;25494811.44;1;2022
MA;6672582.77;25496365.22;1;2022
MA;6673078.02;25496714.61;1;2022
MA;6682115.48;25500426.54;1;2022
MA;6680958.27;25496105.68;1;2022
MA;6681598.42;25492814.55;1;2022
MA;6680002.99;25507344.77;2;2022
MA;6674781.08;25495143.23;1;2022
MA;6682502.3;25498942.82;1;2022
MA;6677808.78;25504786.74;1;2022
MA;6677266.04;25503793.5;1;2022
MA;6674922.2;25497916.5;1;2022
MA;6680239.15;25493740.29;2;2022
MA;6681869.84;25500494.81;1;2022
MA;6680124.09;25506508.57;1;2022
MA;6685446.05;25502266.96;2;2022
MA;6682409.8;25499686.59;1;2022
MA;6683438.6;25503198.67;2;2022
MA;6684001.05;25501803.85;1;2022
MA;6680969.48;25491655.87;1;2022
MA;6681832.94;25499394.58;1;2022
MA;6675047.43;25502285.29;2;2022
MA;6679321.49;25499951.6;1;2022
MA;6677927.25;25504771.17;1;2022
MA;6678101.88;25498139.15;1;2022
MA;6674188.65;25502793.18;1;2022
MA;6672368.45;25495929.96;1;2022
MA;6681159.63;25498574.06;1;2022
MA;6681674.09;25497152.55;1;2022
MA;6674428.48;25495879.11;1;2022
MA;6677385.56;25496109.69;1;2022
MA;6680975.53;25500770.26;1;2022
MA;6671536.16;25495678.45;1;2022
MA;6679512.89;25500647.59;1;2022
MA;6677872.08;25504670.86;1;2022
MA;6676872.11;25494765.59;1;2022
MA;6680012.15;25492441.79;1;2022
MA;6680989.25;25501142.32;1;2022
MA;6681016.71;25499279.88;1;2022
MA;6684098.36;25504547.37;2;2022
MA;6672144.28;25495700.1;1;2022
MA;6680909.83;25497084.43;1;2022
MA;6675770.3;25502087.43;1;2022
MA;6676409.86;25495873.19;1;2022
MA;6682238.69;25500817.77;2;2022
MA;6676433.17;25495946.02;1;2022
MA;6683815.34;25504367.22;1;2022
MA;6678196.99;25498354.09;1;2022
MA;6677232.8;25504175.91;1;2022
MA;6677152;25495943.45;1;2022
MA;6672504.98;25496805.41;1;2022
MA;6680246.02;25502542.81;1;2022
MA;6675223.45;25495336.65;1;2022
MA;6681003.04;25501471.37;1;2022
MA;6673090.61;25496198.38;1;2022
MA;6680221.99;25493798.79;1;2022
MA;6685568.02;25501560.95;1;2022
MA;6680080.2;25495886.68;1;2022
MA;6678677.66;25494597.13;2;2022
MA;6678123.73;25493550.17;2;2022
MA;6683567.22;25510413.48;1;2022
MA;6680536.72;25505958.08;1;2022
MA;6680947.55;25501706.94;1;2022
MA;6674726.55;25497698.05;1;2022
MA;6672240.81;25496986.25;2;2022
MA;6677820.6;25504808.77;1;2022
MA;6678680.36;25494597.87;1;2022
MA;6682494.92;25493443.66;1;2022
MA;6677297.64;25505336.66;1;2022
MA;6679517.21;25503850.18;1;2022
MA;6680859.7;25501994.16;1;2022
MA;6681412.82;25503183.28;1;2022
MA;6677724.84;25504860.95;2;2022
MA;6679276;25504292.2;1;2022
MA;6677791.06;25496879.09;1;2022
MA;6676089.62;25497701.89;1;2022
MA;6682171.17;25503876.81;1;2022
MA;6677382;25498246.13;2;2022
MA;6684616.07;25501945.89;1;2022
MA;6677230.03;25498221.65;2;2022
MA;6681108.62;25499818.77;1;2022
MA;6672785.42;25498191.35;1;2022
MA;6677864.62;25496840.12;1;2022
MA;6677746.55;25504853.1;1;2022
MA;6679486.91;25503910.98;1;2022
MA;6677833.87;25496870.7;1;2022
MA;6673512.03;25497868.68;1;2022
MA;6680976.29;25491671.9;2;2022
MA;6677713.29;25504852.64;1;2022
MA;6680286.94;25497019.45;1;2022
MA;6678136.25;25503383.77;1;2022
MA;6680964.06;25500130.12;1;2022
MA;6677706.31;25504836.62;1;2022
MA;6672621.09;25494142.13;1;2022
MA;6682433.97;25497257.94;1;2022
MP;6677374.04;25504442.38;2;2022
MP;6676564.56;25497982.67;1;2022
MP;6683407.01;25493642.97;2;2022
MP;6682047.26;25493303.5;2;2022
MP;6680296.72;25492221.12;2;2022
MP;6675851.54;25496106.13;1;2022
MP;6681034.93;25499622.43;2;2022
MP;6675376.35;25495781.28;2;2022
MP;6679308.55;25500518.45;2;2022
